Id,Prediction
296,4453532.6
297,4453532.6
298,4453532.6
299,4453532.6
300,4453532.6
301,4453532.6
302,4453532.6
303,4453532.6
304,4453532.6
305,4453532.6
306,4453532.6
307,4453532.6
308,4453532.6
309,4453532.6
310,4453532.6
311,4453532.6
312,4453532.6
313,4453532.6
314,4453532.6
315,4453532.6
316,4453532.6
317,4453532.6
318,4453532.6
319,4453532.6
320,4453532.6
321,4453532.6
322,4453532.6
323,4453532.6
324,4453532.6
325,4453532.6
326,4453532.6
327,4453532.6
328,4453532.6
329,4453532.6
330,4453532.6
331,4453532.6
332,4453532.6
333,4453532.6
334,4453532.6
335,4453532.6
336,4453532.6
337,4453532.6
338,4453532.6
339,4453532.6
340,4453532.6
341,4453532.6
342,4453532.6
343,4453532.6
344,4453532.6
345,4453532.6
346,4453532.6
347,4453532.6
348,4453532.6
349,4453532.6
350,4453532.6
351,4453532.6
352,4453532.6
353,4453532.6
354,4453532.6
355,4453532.6
356,4453532.6
357,4453532.6
358,4453532.6
359,4453532.6
360,4453532.6
361,4453532.6
362,4453532.6
363,4453532.6
364,4453532.6
365,4453532.6
366,4453532.6
367,4453532.6
368,4453532.6
369,4453532.6
370,4453532.6
371,4453532.6
372,4453532.6
373,4453532.6
374,4453532.6
375,4453532.6
376,4453532.6
377,4453532.6
378,4453532.6
379,4453532.6
380,4453532.6
381,4453532.6
382,4453532.6
383,4453532.6
384,4453532.6
385,4453532.6
386,4453532.6
387,4453532.6
388,4453532.6
389,4453532.6
390,4453532.6
391,4453532.6
392,4453532.6
393,4453532.6
394,4453532.6
395,4453532.6
396,4453532.6
397,4453532.6
398,4453532.6
399,4453532.6
400,4453532.6
401,4453532.6
402,4453532.6
403,4453532.6
404,4453532.6
405,4453532.6
406,4453532.6
407,4453532.6
408,4453532.6
409,4453532.6
410,4453532.6
411,4453532.6
412,4453532.6
413,4453532.6
414,4453532.6
415,4453532.6
416,4453532.6
417,4453532.6
418,4453532.6
419,4453532.6
420,4453532.6
421,4453532.6
422,4453532.6
423,4453532.6
424,4453532.6
425,4453532.6
426,4453532.6
427,4453532.6
428,4453532.6
429,4453532.6
430,4453532.6
431,4453532.6
432,4453532.6
433,4453532.6
434,4453532.6
435,4453532.6
436,4453532.6
437,4453532.6
438,4453532.6
439,4453532.6
440,4453532.6
441,4453532.6
442,4453532.6
443,4453532.6
444,4453532.6
445,4453532.6
446,4453532.6
447,4453532.6
448,4453532.6
449,4453532.6
450,4453532.6
451,4453532.6
452,4453532.6
453,4453532.6
454,4453532.6
455,4453532.6
456,4453532.6
457,4453532.6
458,4453532.6
459,4453532.6
460,4453532.6
461,4453532.6
462,4453532.6
463,4453532.6
464,4453532.6
465,4453532.6
466,4453532.6
467,4453532.6
468,4453532.6
469,4453532.6
470,4453532.6
471,4453532.6
472,4453532.6
473,4453532.6
474,4453532.6
475,4453532.6
476,4453532.6
477,4453532.6
478,4453532.6
479,4453532.6
480,4453532.6
481,4453532.6
482,4453532.6
483,4453532.6
484,4453532.6
485,4453532.6
486,4453532.6
487,4453532.6
488,4453532.6
489,4453532.6
490,4453532.6
491,4453532.6
492,4453532.6
493,4453532.6
494,4453532.6
495,4453532.6
496,4453532.6
497,4453532.6
498,4453532.6
499,4453532.6
500,4453532.6
501,4453532.6
502,4453532.6
503,4453532.6
504,4453532.6
505,4453532.6
506,4453532.6
507,4453532.6
508,4453532.6
509,4453532.6
510,4453532.6
511,4453532.6
512,4453532.6
513,4453532.6
514,4453532.6
515,4453532.6
516,4453532.6
517,4453532.6
518,4453532.6
519,4453532.6
520,4453532.6
521,4453532.6
522,4453532.6
523,4453532.6
524,4453532.6
525,4453532.6
526,4453532.6
527,4453532.6
528,4453532.6
529,4453532.6
530,4453532.6
531,4453532.6
532,4453532.6
533,4453532.6
534,4453532.6
535,4453532.6
536,4453532.6
537,4453532.6
538,4453532.6
539,4453532.6
540,4453532.6
541,4453532.6
542,4453532.6
543,4453532.6
544,4453532.6
545,4453532.6
546,4453532.6
547,4453532.6
548,4453532.6
549,4453532.6
550,4453532.6
551,4453532.6
552,4453532.6
553,4453532.6
554,4453532.6
555,4453532.6
556,4453532.6
557,4453532.6
558,4453532.6
559,4453532.6
560,4453532.6
561,4453532.6
562,4453532.6
563,4453532.6
564,4453532.6
565,4453532.6
566,4453532.6
567,4453532.6
568,4453532.6
569,4453532.6
570,4453532.6
571,4453532.6
572,4453532.6
573,4453532.6
574,4453532.6
575,4453532.6
576,4453532.6
577,4453532.6
578,4453532.6
579,4453532.6
580,4453532.6
581,4453532.6
582,4453532.6
583,4453532.6
584,4453532.6
585,4453532.6
586,4453532.6
587,4453532.6
588,4453532.6
589,4453532.6
590,4453532.6
591,4453532.6
592,4453532.6
593,4453532.6
594,4453532.6
595,4453532.6
596,4453532.6
597,4453532.6
598,4453532.6
599,4453532.6
600,4453532.6
601,4453532.6
602,4453532.6
603,4453532.6
604,4453532.6
605,4453532.6
606,4453532.6
607,4453532.6
608,4453532.6
609,4453532.6
610,4453532.6
611,4453532.6
612,4453532.6
613,4453532.6
614,4453532.6
615,4453532.6
616,4453532.6
617,4453532.6
618,4453532.6
619,4453532.6
620,4453532.6
621,4453532.6
622,4453532.6
623,4453532.6
624,4453532.6
625,4453532.6
626,4453532.6
627,4453532.6
628,4453532.6
629,4453532.6
630,4453532.6
631,4453532.6
632,4453532.6
633,4453532.6
634,4453532.6
635,4453532.6
636,4453532.6
637,4453532.6
638,4453532.6
639,4453532.6
640,4453532.6
641,4453532.6
642,4453532.6
643,4453532.6
644,4453532.6
645,4453532.6
646,4453532.6
647,4453532.6
648,4453532.6
649,4453532.6
650,4453532.6
651,4453532.6
652,4453532.6
653,4453532.6
654,4453532.6
655,4453532.6
656,4453532.6
657,4453532.6
658,4453532.6
659,4453532.6
660,4453532.6
661,4453532.6
662,4453532.6
663,4453532.6
664,4453532.6
665,4453532.6
666,4453532.6
667,4453532.6
668,4453532.6
669,4453532.6
670,4453532.6
671,4453532.6
672,4453532.6
673,4453532.6
674,4453532.6
675,4453532.6
676,4453532.6
677,4453532.6
678,4453532.6
679,4453532.6
680,4453532.6
681,4453532.6
682,4453532.6
683,4453532.6
684,4453532.6
685,4453532.6
686,4453532.6
687,4453532.6
688,4453532.6
689,4453532.6
690,4453532.6
691,4453532.6
692,4453532.6
693,4453532.6
694,4453532.6
695,4453532.6
696,4453532.6
697,4453532.6
698,4453532.6
699,4453532.6
700,4453532.6
701,4453532.6
702,4453532.6
703,4453532.6
704,4453532.6
705,4453532.6
706,4453532.6
707,4453532.6
708,4453532.6
709,4453532.6
710,4453532.6
711,4453532.6
712,4453532.6
713,4453532.6
714,4453532.6
715,4453532.6
716,4453532.6
717,4453532.6
718,4453532.6
719,4453532.6
720,4453532.6
721,4453532.6
722,4453532.6
723,4453532.6
724,4453532.6
725,4453532.6
726,4453532.6
727,4453532.6
728,4453532.6
729,4453532.6
730,4453532.6
731,4453532.6
732,4453532.6
733,4453532.6
734,4453532.6
735,4453532.6
736,4453532.6
737,4453532.6
738,4453532.6
739,4453532.6
740,4453532.6
741,4453532.6
742,4453532.6
743,4453532.6
744,4453532.6
745,4453532.6
746,4453532.6
747,4453532.6
748,4453532.6
749,4453532.6
750,4453532.6
751,4453532.6
752,4453532.6
753,4453532.6
754,4453532.6
755,4453532.6
756,4453532.6
757,4453532.6
758,4453532.6
759,4453532.6
760,4453532.6
761,4453532.6
762,4453532.6
763,4453532.6
764,4453532.6
765,4453532.6
766,4453532.6
767,4453532.6
768,4453532.6
769,4453532.6
770,4453532.6
771,4453532.6
772,4453532.6
773,4453532.6
774,4453532.6
775,4453532.6
776,4453532.6
777,4453532.6
778,4453532.6
779,4453532.6
780,4453532.6
781,4453532.6
782,4453532.6
783,4453532.6
784,4453532.6
785,4453532.6
786,4453532.6
787,4453532.6
788,4453532.6
789,4453532.6
790,4453532.6
791,4453532.6
792,4453532.6
793,4453532.6
794,4453532.6
795,4453532.6
796,4453532.6
797,4453532.6
798,4453532.6
799,4453532.6
800,4453532.6
801,4453532.6
802,4453532.6
803,4453532.6
804,4453532.6
805,4453532.6
806,4453532.6
807,4453532.6
808,4453532.6
809,4453532.6
810,4453532.6
811,4453532.6
812,4453532.6
813,4453532.6
814,4453532.6
815,4453532.6
816,4453532.6
817,4453532.6
818,4453532.6
819,4453532.6
820,4453532.6
821,4453532.6
822,4453532.6
823,4453532.6
824,4453532.6
825,4453532.6
826,4453532.6
827,4453532.6
828,4453532.6
829,4453532.6
830,4453532.6
831,4453532.6
832,4453532.6
833,4453532.6
834,4453532.6
835,4453532.6
836,4453532.6
837,4453532.6
838,4453532.6
839,4453532.6
840,4453532.6
841,4453532.6
842,4453532.6
843,4453532.6
844,4453532.6
845,4453532.6
846,4453532.6
847,4453532.6
848,4453532.6
849,4453532.6
850,4453532.6
851,4453532.6
852,4453532.6
853,4453532.6
854,4453532.6
855,4453532.6
856,4453532.6
857,4453532.6
858,4453532.6
859,4453532.6
860,4453532.6
861,4453532.6
862,4453532.6
863,4453532.6
864,4453532.6
865,4453532.6
866,4453532.6
867,4453532.6
868,4453532.6
869,4453532.6
870,4453532.6
871,4453532.6
872,4453532.6
873,4453532.6
874,4453532.6
875,4453532.6
876,4453532.6
877,4453532.6
878,4453532.6
879,4453532.6
880,4453532.6
881,4453532.6
882,4453532.6
883,4453532.6
884,4453532.6
885,4453532.6
886,4453532.6
887,4453532.6
888,4453532.6
889,4453532.6
890,4453532.6
891,4453532.6
892,4453532.6
893,4453532.6
894,4453532.6
895,4453532.6
896,4453532.6
897,4453532.6
898,4453532.6
899,4453532.6
900,4453532.6
901,4453532.6
902,4453532.6
903,4453532.6
904,4453532.6
905,4453532.6
906,4453532.6
907,4453532.6
908,4453532.6
909,4453532.6
910,4453532.6
911,4453532.6
912,4453532.6
913,4453532.6
914,4453532.6
915,4453532.6
916,4453532.6
917,4453532.6
918,4453532.6
919,4453532.6
920,4453532.6
921,4453532.6
922,4453532.6
923,4453532.6
924,4453532.6
925,4453532.6
926,4453532.6
927,4453532.6
928,4453532.6
929,4453532.6
930,4453532.6
931,4453532.6
932,4453532.6
933,4453532.6
934,4453532.6
935,4453532.6
936,4453532.6
937,4453532.6
938,4453532.6
939,4453532.6
940,4453532.6
941,4453532.6
942,4453532.6
943,4453532.6
944,4453532.6
945,4453532.6
946,4453532.6
947,4453532.6
948,4453532.6
949,4453532.6
950,4453532.6
951,4453532.6
952,4453532.6
953,4453532.6
954,4453532.6
955,4453532.6
956,4453532.6
957,4453532.6
958,4453532.6
959,4453532.6
960,4453532.6
961,4453532.6
962,4453532.6
963,4453532.6
964,4453532.6
965,4453532.6
966,4453532.6
967,4453532.6
968,4453532.6
969,4453532.6
970,4453532.6
971,4453532.6
972,4453532.6
973,4453532.6
974,4453532.6
975,4453532.6
976,4453532.6
977,4453532.6
978,4453532.6
979,4453532.6
980,4453532.6
981,4453532.6
982,4453532.6
983,4453532.6
984,4453532.6
985,4453532.6
986,4453532.6
987,4453532.6
988,4453532.6
989,4453532.6
990,4453532.6
991,4453532.6
992,4453532.6
993,4453532.6
994,4453532.6
995,4453532.6
996,4453532.6
997,4453532.6
998,4453532.6
999,4453532.6
1000,4453532.6
1001,4453532.6
1002,4453532.6
1003,4453532.6
1004,4453532.6
1005,4453532.6
1006,4453532.6
1007,4453532.6
1008,4453532.6
1009,4453532.6
1010,4453532.6
1011,4453532.6
1012,4453532.6
1013,4453532.6
1014,4453532.6
1015,4453532.6
1016,4453532.6
1017,4453532.6
1018,4453532.6
1019,4453532.6
1020,4453532.6
1021,4453532.6
1022,4453532.6
1023,4453532.6
1024,4453532.6
1025,4453532.6
1026,4453532.6
1027,4453532.6
1028,4453532.6
1029,4453532.6
1030,4453532.6
1031,4453532.6
1032,4453532.6
1033,4453532.6
1034,4453532.6
1035,4453532.6
1036,4453532.6
1037,4453532.6
1038,4453532.6
1039,4453532.6
1040,4453532.6
1041,4453532.6
1042,4453532.6
1043,4453532.6
1044,4453532.6
1045,4453532.6
1046,4453532.6
1047,4453532.6
1048,4453532.6
1049,4453532.6
1050,4453532.6
1051,4453532.6
1052,4453532.6
1053,4453532.6
1054,4453532.6
1055,4453532.6
1056,4453532.6
1057,4453532.6
1058,4453532.6
1059,4453532.6
1060,4453532.6
1061,4453532.6
1062,4453532.6
1063,4453532.6
1064,4453532.6
1065,4453532.6
1066,4453532.6
1067,4453532.6
1068,4453532.6
1069,4453532.6
1070,4453532.6
1071,4453532.6
1072,4453532.6
1073,4453532.6
1074,4453532.6
1075,4453532.6
1076,4453532.6
1077,4453532.6
1078,4453532.6
1079,4453532.6
1080,4453532.6
1081,4453532.6
1082,4453532.6
1083,4453532.6
1084,4453532.6
1085,4453532.6
1086,4453532.6
1087,4453532.6
1088,4453532.6
1089,4453532.6
1090,4453532.6
1091,4453532.6
1092,4453532.6
1093,4453532.6
1094,4453532.6
1095,4453532.6
1096,4453532.6
1097,4453532.6
1098,4453532.6
1099,4453532.6
1100,4453532.6
1101,4453532.6
1102,4453532.6
1103,4453532.6
1104,4453532.6
1105,4453532.6
1106,4453532.6
1107,4453532.6
1108,4453532.6
1109,4453532.6
1110,4453532.6
1111,4453532.6
1112,4453532.6
1113,4453532.6
1114,4453532.6
1115,4453532.6
1116,4453532.6
1117,4453532.6
1118,4453532.6
1119,4453532.6
1120,4453532.6
1121,4453532.6
1122,4453532.6
1123,4453532.6
1124,4453532.6
1125,4453532.6
1126,4453532.6
1127,4453532.6
1128,4453532.6
1129,4453532.6
1130,4453532.6
1131,4453532.6
1132,4453532.6
1133,4453532.6
1134,4453532.6
1135,4453532.6
1136,4453532.6
1137,4453532.6
1138,4453532.6
1139,4453532.6
1140,4453532.6
1141,4453532.6
1142,4453532.6
1143,4453532.6
1144,4453532.6
1145,4453532.6
1146,4453532.6
1147,4453532.6
1148,4453532.6
1149,4453532.6
1150,4453532.6
1151,4453532.6
1152,4453532.6
1153,4453532.6
1154,4453532.6
1155,4453532.6
1156,4453532.6
1157,4453532.6
1158,4453532.6
1159,4453532.6
1160,4453532.6
1161,4453532.6
1162,4453532.6
1163,4453532.6
1164,4453532.6
1165,4453532.6
1166,4453532.6
1167,4453532.6
1168,4453532.6
1169,4453532.6
1170,4453532.6
1171,4453532.6
1172,4453532.6
1173,4453532.6
1174,4453532.6
1175,4453532.6
1176,4453532.6
1177,4453532.6
1178,4453532.6
1179,4453532.6
1180,4453532.6
1181,4453532.6
1182,4453532.6
1183,4453532.6
1184,4453532.6
1185,4453532.6
1186,4453532.6
1187,4453532.6
1188,4453532.6
1189,4453532.6
1190,4453532.6
1191,4453532.6
1192,4453532.6
1193,4453532.6
1194,4453532.6
1195,4453532.6
1196,4453532.6
1197,4453532.6
1198,4453532.6
1199,4453532.6
1200,4453532.6
1201,4453532.6
1202,4453532.6
1203,4453532.6
1204,4453532.6
1205,4453532.6
1206,4453532.6
1207,4453532.6
1208,4453532.6
1209,4453532.6
1210,4453532.6
1211,4453532.6
1212,4453532.6
1213,4453532.6
1214,4453532.6
1215,4453532.6
1216,4453532.6
1217,4453532.6
1218,4453532.6
1219,4453532.6
1220,4453532.6
1221,4453532.6
1222,4453532.6
1223,4453532.6
1224,4453532.6
1225,4453532.6
1226,4453532.6
1227,4453532.6
1228,4453532.6
1229,4453532.6
1230,4453532.6
1231,4453532.6
1232,4453532.6
1233,4453532.6
1234,4453532.6
1235,4453532.6
1236,4453532.6
1237,4453532.6
1238,4453532.6
1239,4453532.6
1240,4453532.6
1241,4453532.6
1242,4453532.6
1243,4453532.6
1244,4453532.6
1245,4453532.6
1246,4453532.6
1247,4453532.6
1248,4453532.6
1249,4453532.6
1250,4453532.6
1251,4453532.6
1252,4453532.6
1253,4453532.6
1254,4453532.6
1255,4453532.6
1256,4453532.6
1257,4453532.6
1258,4453532.6
1259,4453532.6
1260,4453532.6
1261,4453532.6
1262,4453532.6
1263,4453532.6
1264,4453532.6
1265,4453532.6
1266,4453532.6
1267,4453532.6
1268,4453532.6
1269,4453532.6
1270,4453532.6
1271,4453532.6
1272,4453532.6
1273,4453532.6
1274,4453532.6
1275,4453532.6
1276,4453532.6
1277,4453532.6
1278,4453532.6
1279,4453532.6
1280,4453532.6
1281,4453532.6
1282,4453532.6
1283,4453532.6
1284,4453532.6
1285,4453532.6
1286,4453532.6
1287,4453532.6
1288,4453532.6
1289,4453532.6
1290,4453532.6
1291,4453532.6
1292,4453532.6
1293,4453532.6
1294,4453532.6
1295,4453532.6
1296,4453532.6
1297,4453532.6
1298,4453532.6
1299,4453532.6
1300,4453532.6
1301,4453532.6
1302,4453532.6
1303,4453532.6
1304,4453532.6
1305,4453532.6
1306,4453532.6
1307,4453532.6
1308,4453532.6
1309,4453532.6
1310,4453532.6
1311,4453532.6
1312,4453532.6
1313,4453532.6
1314,4453532.6
1315,4453532.6
1316,4453532.6
1317,4453532.6
1318,4453532.6
1319,4453532.6
1320,4453532.6
1321,4453532.6
1322,4453532.6
1323,4453532.6
1324,4453532.6
1325,4453532.6
1326,4453532.6
1327,4453532.6
1328,4453532.6
1329,4453532.6
1330,4453532.6
1331,4453532.6
1332,4453532.6
1333,4453532.6
1334,4453532.6
1335,4453532.6
1336,4453532.6
1337,4453532.6
1338,4453532.6
1339,4453532.6
1340,4453532.6
1341,4453532.6
1342,4453532.6
1343,4453532.6
1344,4453532.6
1345,4453532.6
1346,4453532.6
1347,4453532.6
1348,4453532.6
1349,4453532.6
1350,4453532.6
1351,4453532.6
1352,4453532.6
1353,4453532.6
1354,4453532.6
1355,4453532.6
1356,4453532.6
1357,4453532.6
1358,4453532.6
1359,4453532.6
1360,4453532.6
1361,4453532.6
1362,4453532.6
1363,4453532.6
1364,4453532.6
1365,4453532.6
1366,4453532.6
1367,4453532.6
1368,4453532.6
1369,4453532.6
1370,4453532.6
1371,4453532.6
1372,4453532.6
1373,4453532.6
1374,4453532.6
1375,4453532.6
1376,4453532.6
1377,4453532.6
1378,4453532.6
1379,4453532.6
1380,4453532.6
1381,4453532.6
1382,4453532.6
1383,4453532.6
1384,4453532.6
1385,4453532.6
1386,4453532.6
1387,4453532.6
1388,4453532.6
1389,4453532.6
1390,4453532.6
1391,4453532.6
1392,4453532.6
1393,4453532.6
1394,4453532.6
1395,4453532.6
1396,4453532.6
1397,4453532.6
1398,4453532.6
1399,4453532.6
1400,4453532.6
1401,4453532.6
1402,4453532.6
1403,4453532.6
1404,4453532.6
1405,4453532.6
1406,4453532.6
1407,4453532.6
1408,4453532.6
1409,4453532.6
1410,4453532.6
1411,4453532.6
1412,4453532.6
1413,4453532.6
1414,4453532.6
1415,4453532.6
1416,4453532.6
1417,4453532.6
1418,4453532.6
1419,4453532.6
1420,4453532.6
1421,4453532.6
1422,4453532.6
1423,4453532.6
1424,4453532.6
1425,4453532.6
1426,4453532.6
1427,4453532.6
1428,4453532.6
1429,4453532.6
1430,4453532.6
1431,4453532.6
1432,4453532.6
1433,4453532.6
1434,4453532.6
1435,4453532.6
1436,4453532.6
1437,4453532.6
1438,4453532.6
1439,4453532.6
1440,4453532.6
1441,4453532.6
1442,4453532.6
1443,4453532.6
1444,4453532.6
1445,4453532.6
1446,4453532.6
1447,4453532.6
1448,4453532.6
1449,4453532.6
1450,4453532.6
1451,4453532.6
1452,4453532.6
1453,4453532.6
1454,4453532.6
1455,4453532.6
1456,4453532.6
1457,4453532.6
1458,4453532.6
1459,4453532.6
1460,4453532.6
1461,4453532.6
1462,4453532.6
1463,4453532.6
1464,4453532.6
1465,4453532.6
1466,4453532.6
1467,4453532.6
1468,4453532.6
1469,4453532.6
1470,4453532.6
1471,4453532.6
1472,4453532.6
1473,4453532.6
1474,4453532.6
1475,4453532.6
1476,4453532.6
1477,4453532.6
1478,4453532.6
1479,4453532.6
1480,4453532.6
1481,4453532.6
1482,4453532.6
1483,4453532.6
1484,4453532.6
1485,4453532.6
1486,4453532.6
1487,4453532.6
1488,4453532.6
1489,4453532.6
1490,4453532.6
1491,4453532.6
1492,4453532.6
1493,4453532.6
1494,4453532.6
1495,4453532.6
1496,4453532.6
1497,4453532.6
1498,4453532.6
1499,4453532.6
1500,4453532.6
1501,4453532.6
1502,4453532.6
1503,4453532.6
1504,4453532.6
1505,4453532.6
1506,4453532.6
1507,4453532.6
1508,4453532.6
1509,4453532.6
1510,4453532.6
1511,4453532.6
1512,4453532.6
1513,4453532.6
1514,4453532.6
1515,4453532.6
1516,4453532.6
1517,4453532.6
1518,4453532.6
1519,4453532.6
1520,4453532.6
1521,4453532.6
1522,4453532.6
1523,4453532.6
1524,4453532.6
1525,4453532.6
1526,4453532.6
1527,4453532.6
1528,4453532.6
1529,4453532.6
1530,4453532.6
1531,4453532.6
1532,4453532.6
1533,4453532.6
1534,4453532.6
1535,4453532.6
1536,4453532.6
1537,4453532.6
1538,4453532.6
1539,4453532.6
1540,4453532.6
1541,4453532.6
1542,4453532.6
1543,4453532.6
1544,4453532.6
1545,4453532.6
1546,4453532.6
1547,4453532.6
1548,4453532.6
1549,4453532.6
1550,4453532.6
1551,4453532.6
1552,4453532.6
1553,4453532.6
1554,4453532.6
1555,4453532.6
1556,4453532.6
1557,4453532.6
1558,4453532.6
1559,4453532.6
1560,4453532.6
1561,4453532.6
1562,4453532.6
1563,4453532.6
1564,4453532.6
1565,4453532.6
1566,4453532.6
1567,4453532.6
1568,4453532.6
1569,4453532.6
1570,4453532.6
1571,4453532.6
1572,4453532.6
1573,4453532.6
1574,4453532.6
1575,4453532.6
1576,4453532.6
1577,4453532.6
1578,4453532.6
1579,4453532.6
1580,4453532.6
1581,4453532.6
1582,4453532.6
1583,4453532.6
1584,4453532.6
1585,4453532.6
1586,4453532.6
1587,4453532.6
1588,4453532.6
1589,4453532.6
1590,4453532.6
1591,4453532.6
1592,4453532.6
1593,4453532.6
1594,4453532.6
1595,4453532.6
1596,4453532.6
1597,4453532.6
1598,4453532.6
1599,4453532.6
1600,4453532.6
1601,4453532.6
1602,4453532.6
1603,4453532.6
1604,4453532.6
1605,4453532.6
1606,4453532.6
1607,4453532.6
1608,4453532.6
1609,4453532.6
1610,4453532.6
1611,4453532.6
1612,4453532.6
1613,4453532.6
1614,4453532.6
1615,4453532.6
1616,4453532.6
1617,4453532.6
1618,4453532.6
1619,4453532.6
1620,4453532.6
1621,4453532.6
1622,4453532.6
1623,4453532.6
1624,4453532.6
1625,4453532.6
1626,4453532.6
1627,4453532.6
1628,4453532.6
1629,4453532.6
1630,4453532.6
1631,4453532.6
1632,4453532.6
1633,4453532.6
1634,4453532.6
1635,4453532.6
1636,4453532.6
1637,4453532.6
1638,4453532.6
1639,4453532.6
1640,4453532.6
1641,4453532.6
1642,4453532.6
1643,4453532.6
1644,4453532.6
1645,4453532.6
1646,4453532.6
1647,4453532.6
1648,4453532.6
1649,4453532.6
1650,4453532.6
1651,4453532.6
1652,4453532.6
1653,4453532.6
1654,4453532.6
1655,4453532.6
1656,4453532.6
1657,4453532.6
1658,4453532.6
1659,4453532.6
1660,4453532.6
1661,4453532.6
1662,4453532.6
1663,4453532.6
